"speech_text","label","Nummer","speaker_name","speaker_party","Delegitimeren","Opmerking","Gericht op?","date","vergadernummer","id","title","jaar","populisme","kabinet_parlement"
"Mijnheer Dijkhoff, gefeliciteerd.
Voorzitter, ik wil een vraag stellen over de uitgestoken hand. De heer Dijkhoff zegt hier namens de VVD: dit is in feite nog maar het begin. Mensen moeten het gaan voelen en ook in het parlement moet zichtbaar worden dat er wordt samengewerkt. Dus daar mag je uit afleiden dat ook het regeerakkoord dan niet in beton gegoten is. Want als we alleen maar hoefden te klappen, was dit vast niet zo gezegd.
Vervolgens zei hij bij de vraag van collega Roemer dat het bij die 500 miljoen die wordt bezuinigd op arbeidsgehandicapten, niet om het geld ging, niet om de bezuiniging ging, maar om een ander, nobel doel. Dat betekent dat het geld hier niet dominant is. Dus daar hoeven we ons niet druk over te maken. Het ging hem om de werkgelegenheid. Nu komen we uit de situatie dat de doelen wel degelijk gehaald worden, dat het aantal banen wel degelijk gecreëerd werd en dat mensen voor het eerst ervaarden dat ze gewoon loon kregen via de cao, vaak minimumloon, maar wel het loon dat we als maatschappelijk minimum hebben benoemd, dat ze pensioen gingen opbouwen, dat ze er kortom bij hoorden. Nu zegt de VVD hier: ik wil dat niet meer, ik wil dat werkgevers alleen maar aanvullen tot een beperkt bedrag en dan krijgen mensen een bijstandsniveau.","2",202,"De heer Asscher","PvdA","2",NA,NA,2017-11-01,"nr. 16, item 3",231386,"3 Regeringsverklaring (inclusief Algemene Politieke Beschouwingen)","2017-2018","Niet-populistisch","parlement"
"Waarschijnlijk wel. Kijkt u naar landen waar de islam nu dominant is. Kijkt u naar Arabische, islamitische landen. Ik denk niet dat er op dit moment een land is in de wereld waar de islam dominant is en dat je tegelijkertijd een vrij land kunt noemen, waar vrije journalisten zijn, waar vrouwen gelijk zijn aan mannen, waar homo's gelijk zijn aan hetero's en waar mensen die kiezen om hun geloof te verlaten, dat mogen doen in plaats van te worden gedood of met de nek te worden aangekeken. Dat gebeurt op dit moment in alle landen van de wereld waar de islam dominant is. Daar is geen vrijheid. Op het moment dat ik zie en dat wij zien als PVV-fractie, dat waar de islam dominant is er geen vrijheid ontstaat, willen wij ervoor zorgen dat Nederland vrij blijft. Dat gaat om het stoppen van de haat en het beschermen van de vrijheid voor onze kinderen en kleinkinderen. Als we de komende veertien jaar doorgaan met wat we de afgelopen veertien jaar hebben gedaan, dus niet luisteren naar terechte waarschuwingen, dan zal het met de vrijheid van Nederland slecht aflopen.","1",203,"De heer Wilders","PVV","2",NA,NA,2018-09-19,"nr. 2, item 2",380591,"2 Algemene Politieke Beschouwingen","2018-2019","Populistisch","parlement"
"Dan zou je ongeveer aan de gerechtelijke uitspraak voldoen en ik wil juist veel meer dan dat. Goed beschouwd verzet de rechter een stempelpost op weg naar hetzelfde doel. Het doel voor 2030 is niet ambitieus genoeg. Dat weten wij inmiddels allemaal. Dat doel moet verschoven worden en dat gebeurt in Parijs als wij erin slagen om als EU gezamenlijk op te treden tegenover, of in dit geval samen met, China en de Verenigde Staten. Ik ben optimistischer dan u, mevrouw Thieme, want China en de Verenigde Staten hebben de afgelopen weken baanbrekende voorstellen gedaan. Er kwamen voorstellen van beide continenten en Europa moet nog uitkijken dat het niet achteraan komt te lopen. In Parijs moet het doel worden verzet. Natuurlijk moeten wij de stempelpost tussendoor halen, maar wij moeten veel verder gaan dan dat. Ik wil alle maatregelen wel doornemen, maar wij gaan het niet redden per maatregel. Wat nodig is, is een revolutie in de energievoorziening. Ik zie dat die revolutie plaats kan vinden. Ik zie die nu al plaatsvinden in de laboratoria, achterop de industrieterreinen en in de garageboxen. Maar wij moeten ervoor zorgen dat dat soort uitvindingen volwassen wordt. Nederland kan daarin vooroplopen. Ik zou zo graag willen dat het kabinet daar al zijn energie in gaat steken.","2",204,"De heer Samsom","PvdA","2",NA,NA,2015-09-16,"nr. 2, item 7",131121,"7 Algemene Politieke Beschouwingen","2015-2016","Niet-populistisch","parlement"
"Dan Turkije. We hebben vorige week een debat gevoerd over de nasleep van de coup. Er werd gevraagd om niet alleen de coup, maar ook de arrestaties, de schorsingen, het ontslaan van docenten en rechters en alles wat Erdogan gedaan heeft, te veroordelen. Rutte weigert dat tot vandaag. Daar hebben we nu veel over gesproken. Er lag nog een motie van D66. Ik zal deze niet opnieuw voorlezen, maar het is de motie 32824, nr. 151. Ik verzoek de voorzitter om deze vanavond in stemming te brengen.
Dan het klimaatakkoord. Nederland hobbelt, met landen als Malta en Luxemburg, achteraan, als het gaat om schone energie. Wij willen met de doelstellingen van Parijs snel en hard aan de slag; het kabinet in woord ook, en daar ben ik blij mee, maar nu nog de daad. Daarom dien ik de volgende motie in.
De Kamer,
gehoord de beraadslaging,
overwegende dat de wereld nog geen jaar geleden in Parijs vergaande afspraken maakte om de klimaatverandering een halt toe te roepen, en daarbij te streven naar een opwarming van de aarde van niet meer dan 1,5˚C;
overwegende dat dit forse beleidsmaatregelen zal vragen in alle deelnemende landen, om de CO
verzoekt de regering, ervoor te zorgen, dat het tijdpad voor sluiting van de kolencentrales in lijn is met de ambities uit het Parijsakkoord, en een verlaging van de CO
en gaat over tot de orde van de dag.
Deze motie is voorgesteld door de leden Pechtold, Klaver en Segers. Naar mij blijkt, wordt de indiening ervan voldoende ondersteund.
Zij krijgt nr.","2",205,"De heer Pechtold","D66","2",NA,NA,2016-09-22,"nr. 3, item 7",200353,"7 Algemene Politieke Beschouwingen","2016-2017","Niet-populistisch","parlement"
"Dat is inderdaad de kant van de overheid en dat is cruciaal. Ik bedoel dat we wetgeving toetsen op de vraag of er een hardheidsclausule is en of ergens de mogelijkheid, ruimte en vrijheid is voor die behandelende ambtenaar om te zeggen: ""Dit deugt niet. Misschien hebben we het volgens de letter van de wet goed toegepast, maar in de toepassing is het evident onrecht."" Dat is de kant van de overheid. Dat is inderdaad cruciaal.
Wat mij ook aangreep, was de verzuchting, nadat alle feiten bekend waren, dat deze mensen geen schijn van kans hadden. Ze gingen naar de Belastingdienst met hun zakken vol bewijsmateriaal en ze hadden geen schijn van kans. Ze gingen naar de rechter en hadden geen schijn van kans. Ze hebben een brief geschreven naar het Kabinet van de Koning. Ze kregen een keurig bedankbriefje terug en dat was het dan. Ze konden nergens terecht.","2",206,"De heer Segers","ChristenUnie","2",NA,NA,2021-09-23,"nr. 3, item 5",612788,"5 Algemene Politieke Beschouwingen","2021-2022","Niet-populistisch","parlement"
"Volgens mij is dat precies wat ik hier doe. Ik verwoord namelijk iets — dat blijf ik doen; dat heb ik woensdag gezegd en dat zeg ik weer — wat heel veel van jullie, die nu zo braaf zitten te kijken, mij in de wandelgangen ook hebben toegestopt. Heel veel mensen hier, ook leden van het kabinet die hier nu zitten, hebben mij in een een-op-eensituatie gezegd dat ze heel veel van wat hier in debatten gebeurt flauwekul vinden. Als u zegt dat u de democratie belangrijk vindt, meneer Segers, moet u ook naar systeemkritiek luisteren. En als het zo is dat er hier fundamenteel dingen misgaan in de wijze waarop het parlement functioneert, dan is het niet alleen ons recht als parlementariërs om dat naar voren te brengen; dan is dat onze hoogste plicht.","1",207,"De heer Baudet","FvD","2",NA,NA,2018-09-21,"nr. 3, item 6",370724,"6 Algemene Politieke Beschouwingen","2018-2019","Populistisch","parlement"
"En, voorzitter, aangezien dit mijn laatste bijdrage is aan de Algemene Politieke Beschouwingen, wilde ik ook enkele seconden spenderen aan een woord van dank. Want na vandaag is er hopelijk een nieuw BIJ1-gezicht, maar blijft wel het vertrouwde BIJ1-geluid in de Kamer na de verkiezingen. Heel graag wil ik al mijn Kamercollega's met wie ik afgelopen jaren constructief, positief heb samengewerkt ontzettend bedanken. Het waren twee fantastische ... Nee hoor, het waren wel echt twee fantastische jaren.
Voorzitter, ik wil ook u bedanken, uw hele team, de Griffie, alle ondersteuning hier in de Kamer, de bodes ... Het is werkelijk onvoorstelbaar hoe hard en dedicated, met hoeveel ziel en zaligheid iedereen er is om ons werk te ondersteunen. Dat geldt ook voor de ambtenaren, die vaak onzichtbaar zijn, maar toch ook dank aan de ambtelijke ondersteuning. Ik wil uit de grond van mijn hart namens het hele team van BIJ1, al mijn medewerkers, onze vrienden en vriendinnen in het restaurant bedanken. De mensen waar het echt om gaat: het restaurant, de beveiliging, de technische ondersteuning; iedereen die het hier mogelijk maakt ons werk te doen, en dat met heel veel plezier. Een extra shout-out aan Pawel; hij weet wel waarom.
Maar ik wil vooral vanaf deze plek mijn dreamteam bedanken. Een fantastisch team van medewerkers, die mij de afgelopen jaren hebben ondersteund, inhoudelijk, fysiek, yoghurtjes en suiker gevoerd hebben om het hier vol te kunnen houden. Tja, zonder jullie had ik het absoluut allemaal niet kunnen volhouden, dus mijn dank is enorm.
En voorzitter, u gelooft het misschien niet, maar ik dank ook al deze mensen in het kabinet. Ook zij doen, niet altijd naar mijn zin maar wel met gedrevenheid en passie, hun best om het beste te doen voor dit land. In ieder geval, dat hoop ik dan maar. En je moet er maar aan gaan staan ... Dus alle gekheid op een stokje. Het is een kwetsbare positie waar u zich allen in bevindt. En ook al ben ik het met velen van u echt indringend oneens, toch mijn dank.
Dank u wel, voorzitter.","2",208,"Mevrouw Sylvana Simons","BIJ1","2",NA,NA,2023-09-21,"nr. 3, item 7",775427,"7 Algemene Politieke Beschouwingen","2023-2024","Niet-populistisch","parlement"
"Afrondend: misschien was het ook wel ongelukkig dat dat interview in de krant verscheen, juist op de dag dat bleek dat die coöperatieve Rabobank lekker coöperatief de eigen subsidieregeling van het ministerie van LNV had zitten schrijven in haar eigen voordeel. Dat kan een ongelukkige timing zijn geweest, maar ik wil de heer Heerma toch meegeven dat er volgens mij boeren met geborgde zetels in de waterschappen zitten. En wat is er gebeurd? Tegen het eigenbelang van de boeren in is het land kapot gepolderd en willen de boeren nu geld, terwijl misschien wel een miljoen mensen voor €80.000 reparaties aan hun huis moeten doen omdat hun huizen zijn gezakt doordat die boerenbelangen eenzijdig zijn gediend, terwijl daar een heel clustertje van al die verschillende belangen aan tafel zat. We hebben samen politicologie gestudeerd. Werkelijk! Het is gewoon uw baan om te doen wat moet en te zorgen dat Nederland de regels naleeft die we hebben afgesproken en dat we niet door de rechter op de vingers worden getikt.","1",209,"Mevrouw Ouwehand","PvdD","2",NA,NA,2020-09-16,"nr. 2, item 2",495179,"2 Algemene Politieke Beschouwingen","2020-2021","Niet-populistisch","parlement"
"Nou ja, ook daar ben ik het niet mee eens. ""Oh, als we geen consultantsbureaus inhuren, moeten we meer ambternaren aannemen."" Misschien kun je ook gebruikmaken van de expertise van ambtenaren die er nu al is maar die niet gebruikt wordt. Ik ken genoeg verhalen over expertise die niet gebruikt wordt. Die ambtenaren op ministeries worden gewoon niet gehoord en gezien. Die kennis is er misschien al. Dat gaat dus helemaal niet op. Dat gaat gewoon helemaal niet op. Het inhuren van die advies- en consultantsbureaus is een soort gewoonte geworden. Zouden we niet eens kunnen kijken of het altijd wel nodig is om dat te doen? Is dat wel altijd nodig? Hebben we het niet zelf in huis? Op sommige ministeries werken verdorie 5.000 of 6.000 ambtenaren. Je gaat mij toch niet vertellen dat die kennis niet in huis is?","2",210,"Mevrouw Van der Plas","BBB","2",NA,NA,2023-09-21,"nr. 3, item 7",775380,"7 Algemene Politieke Beschouwingen","2023-2024","Populistisch","parlement"
"Het vergt moed om in crisistijd te regeren en dat geldt voor al die partijen en al die bewindspersonen. Het vergt heel hard werken en het wordt ook niet in alle gevallen beloond met electoraal succes, dus aanvaard nou even dat complimentje, zou ik zeggen.
Maar ik vind het ook de taak van oppositiepartijen om altijd met voorstellen te komen en om niet alleen te zeggen wat er niet goed is en wat er niet deugt. Je moet ook alternatieven maken en dat heb ik de afgelopen jaren ook steeds gedaan. We hebben ook dit jaar met GroenLinks en de SP een tegenbegroting gemaakt en daar blijft het niet bij! Het is onze taak om te laten zien hoe het anders kan.
Ik denk dat het ook wel passend is om aan te geven wat je nou onderweg geleerd hebt. Als ik praat over de problemen die in onze samenleving zijn ontstaan en over het feit dat mensen onzeker zijn geworden, dan moet ik ook kijken naar de rol die mijn partij daar in die jaren bij heeft gespeeld. Ik moet ook kijken naar de fouten die ik als minister en vicepremier zelf heb gemaakt in die vorige crisis. Ik weet niet wie van jullie, buiten de heer Baudet, nog nooit een fout heeft gemaakt, maar ik denk dat de meesten dat toch weleens hebben gedaan. De vraag is dan natuurlijk: wat leer je ervan en wat neem je ervan mee zodat we het nu beter kunnen doen?
De belangrijkste les die ik in die vorige economische crisis heb geleerd, is dat we in de keuzes die we nu maken, de bestaanszekerheid van ieder mens voorop moeten stellen. We moeten ons niet laten inkapselen door de bestaande economische orde, maar streven naar een betere economische orde waarin je die bestaanszekerheid wel kan garanderen. Ook daar biedt die coronacrisis weer inzichten. Dat vergrootglas kan ons ook een blik laten werpen op een toekomst die beter is, die mooier is. Dat is een visie op een toekomst van ons land die meer aansluit bij waar mensen naar verlangen.
Ik denk dat velen van ons verlangen naar een land waar je geniet van schone lucht, van mooie natuur en van tijd voor elkaar. We verlangen naar een land met wat minder verdeeldheid, een land waar we elkaar wat meer opzoeken, een land waar we naar elkaar omzien en een land waar we de dingen die we bereiken, eerlijker met elkaar delen. Er zijn elementen die we kunnen gebruiken en lessen die we kunnen toepassen. Corona laat zien dat solidariteit onderdeel is van de oplossing in plaats van van het probleem. Waar iedereen begrijpt dat je corona samen moet bestrijden en niet als individu, geldt dat, denk ik, ook voor de andere problemen die onze samenleving nu gijzelen: ongelijkheid en de klimaatcrisis.
Waar corona laat zien dat we als de nood aan de man is, uiteindelijk wel weten wat de vitale beroepen in een samenleving zijn, kunnen we natuurlijk ook zorgen dat die mensen meer waardering krijgen en dat mensen in die vitale beroepen wel eerder kunnen stoppen met werken als ze daar na héél veel jaren aan toe zijn en dat verdienen. Corona laat ook zien dat het denken van ""eigenlijk valt er weinig te veranderen"" en ""There is no alternative"", het TINA van Thatcher, onzin is. In een oogwenk is onze hele manier van leven veranderd. In een oogwenk zijn we ons anders gaan gedragen, maar dat kun je ook gebruiken voor iets positiefs. Als we wel degelijk in staat zijn om zo sterk te veranderen, dan kunnen we dus ook hele mooie dingen met elkaar bereiken.
De rol van de overheid. Ik heb de VVD vandaag horen praten over een sterke overheid. Ik heb het CDA horen praten over een sterke overheid mét een sterke samenleving. Ik heb D66 horen zeggen: ja, we zijn dan wel liberaal maar niet zulke erge. Er is iets aan het veranderen! We hebben gezien dat de overheid als puntje bij paaltje komt een bondgenoot kan zijn. Een inkomensregeling voor zzp'ers? ""Nee, dat kan niet"". Maar opeens was hij er wel. Massale steun voor bedrijven? Het was er opeens. Als we die elementen nou eens zouden gebruiken voor hoe we het land nu weer beter gaan opbouwen, wat kunnen we dan wel niet bereiken, om te beginnen bij hoe we nu uit de crisis komen?
Hoe we uit de crisis gaan komen is wat mij betreft ook wel een van de essentiële politieke vragen van dit debat. Hoe gaan we dat nu doen? Kiezen we er nou inderdaad voor om met z'n allen zo veel mogelijk mensen vast te houden en dan het land weer op te bouwen? Of schieten we in het oude recept en de oude reflex: laat bedrijven zich maar aanpassen aan het nieuwe normaal? U weet wel, dat is die 1,5 meter. En ja, dan moeten mensen op straat worden gezet. En geen misverstand, er is dan natuurlijk ergens een potje voor scholing. Maar we weten — ik heb het gezien — dat voor heel veel werknemers die nu bezorgd zijn om hun baan, die scholing helemaal niks biedt. Wie moet je bellen? Je komt thuis, je bent je baan kwijt, een enorme dreun. Hoezo, ga je maar omscholen? Ik vind dat we wat dat betreft nu voor een heel belangrijke keuze staan. Die deadline is al 1 oktober. Het is twee weken. Dan verloopt het tweede steunpakket en dan moeten we kiezen voor een nieuw steunpakket.
Er is terecht, en met onze steun, enorm veel geld uitgetrokken om te steunen. De teller gaat naar de 100 miljard. Je wilt niet hebben dat dat straks allemaal weg is en dat we alsnog honderdduizenden mensen in de werkloosheid zien. Daar zijn mensen best bezorgd over. Er zijn ook mensen die het gevoel hebben dat dat al een beetje scheef gaat. Booking is een voorbeeld: eerst bijna 2 miljard aan subsidie, omdat ze zo innovatief zijn, daarna ruim 4 miljard winst — net als bij Sarah kwam dat bij de aandeelhouders — vervolgens steun vragen, 64 miljoen, en daarna alsnog aankondigen dat je een kwart van je mensen gaat ontslaan. Mensen die dat zien, hebben niet meteen het gevoel van: hé, we gaan er met z'n allen uitkomen.
Ik vind dit dus het moment om een werkgarantie te vragen. Nu zul je zeggen: een werkgarantie, er zijn toch mensen die hun baan verliezen? Ja, een werkgarantie. Ik vind, en dat zouden we ook moeten vastleggen, dat bedrijven die we steunen zouden moeten meewerken aan het bieden van een garantie dat je, als je je eigen baan niet houdt — wat kan, zoals we weten — van werk naar werk wordt gebracht. Dat houdt in dat je wordt geschoold, niet op het niets af maar naar een nieuwe functie, zodat je niet in die uitkering komt. Dat is voor ons ook een voorwaarde voor steun aan het nieuwe pakket. Ik geloof namelijk echt dat we er op die manier in kunnen slagen om duizenden Nederlanders te behoeden voor werkloosheid. Zo kunnen we misschien met elkaar ook wel een nieuwe vorm van sociale zekerheid ontwikkelen die voor mensen én voor de economie veel fijner is en die ons de komende jaren wat kan opleveren. Daarentegen dreigt er nu een valluik, omdat die regeling wordt afgebouwd en omdat de ontslagboete eruit is. Als je niet uitkijkt, geef je daarmee onbewust of onbedoeld de ondernemers de boodschap: ga maar ontslaan.
Maar ik denk ook dat Sarah meer zou moeten meedelen. Ik hoorde de SP daarover, dus daar valt vast samen te werken. Wij hebben dus een wet in voorbereiding die zorgt dat je, als je dividend uitkeert, ten minste ook een deel aan je werknemers moet uitkeren, omdat dat hoort, omdat dat beter is, omdat dat beter is voor iedereen.
Dat geldt ook voor de investeringen die we nu doen. We investeren ons uit de crisis, maar dat doen we met een Wopke-Wiebes-fonds. Dat dreigde eerste een wachtfonds te worden, want het kwam maar niet. Nu is het er, en nu zitten er toch rare dingen in. De verdediging van de VVD met de strekking ""we willen daar eigenlijk als parlement niet over gaan, want we zijn zelf niet te vertrouwen"", vind ik toch ""weg met ons"". Dat is niet goed voor de politiek. Bij investeringen in de toekomst zijn het bij uitstek politieke keuzes die we maken. Dan moeten we ook durven botsen en dan moeten we ook visies tegenover elkaar durven te zetten. We moeten nu dus bijvoorbeeld kiezen voor investeren in betaalbaar wonen. Als je dat doet, helpt dat tegen de werkloosheid, tegen de klimaatcrisis en tegen de woningnood.","2",211,"De heer Asscher","PvdA","2",NA,NA,2020-09-16,"nr. 2, item 2",495424,"2 Algemene Politieke Beschouwingen","2020-2021","Niet-populistisch","parlement"
